,base_new,base_lat,transl,POS
11686,тэгэчин,tegečin,сиденье,noun
11663,тэгэлгэн,tegelgen,жизнь.людей,noun
11668,тэгэм,tegem,медведь,noun
11670,тэгэн,tegen,нижняя.часть.покрышки.юрты,noun
11672,тэгэ̄н,tegen,скопление.белок,noun
11676,тэгэнкэ,tegenke,место.сидения,noun
11677,тэгэнмэ̄й,tegenmej,сиденье,noun
11656,тэгмэр,tegmer,царь,noun
11659,тэгукэчин,tegukečin,усаживание,noun
11660,тэгукэчинмэй,tegukečinmej,усаживание,noun
10893,текчакан,ťekčakan,куропатка,noun
11718,тэкэкумие,tekekumije,тряпье,noun
11719,тэкэкун,tekekun,лохмотья,noun
11722,тэкэн,teken,куст.развесистый,noun
11723,тэкэ̄н,teken,спасибо,noun
11715,тэксэкэг,teksekeg,кустарник,noun
10892,текст,ťekst,текст,noun
10909,телефон,ťel'efon,телефон,noun
10910,телефонистка,ťel'efonistka,телефонистка,noun
10912,телечэккэн,ťel'ečekken,тележка,noun
10904,телега,ťel'ega,телега,noun
10906,телеграф,ťel'egraf,телеграф,noun
10908,телеграфист,ťel'egrafist,телеграфист,noun
10905,телеграмма,ťel'egramma,телеграмма,noun
10903,телевизор,ťel'ewizor,телевизор,noun
11739,тэ̄лэӈ,teleŋ,рассказ,noun
11743,тэ̄лэӈэмӈэ,teleŋemŋe,рассказчик,noun
11727,тэлги,telgi,ляжка,noun
11728,тэлги,telgi,пояс.с.колечками,noun
11729,тэлгипэн,telgipen,пояс,noun
11730,тэлгитлэн,telgitlen,Тэлгиплэн,noun
11735,тэлидек,teliďek,заготовка.мяса,noun
11736,тэлин,telin,заготовка.рыбы.в.прок,noun
11737,тэлинмэй,telinmej,заготовка,noun
11738,тэлиӈкэ,teliŋke,мясо.рыба.заготовленные.в.прок,noun
11745,тэм,tem,плот,noun
10913,тема,ťema,тема,noun
11747,тэмбэг,tembeg,трясина,noun
11749,тэмбэкэг,tembekeg,трясина,noun
11755,тэ̄мдэн,temden,передвижение,noun
11756,тэмдэнмэй,temdenmej,передвижение,noun
11769,тэмэн,temen,мастнрица.шить,noun
11760,тэмилдывун,temildɨwun,щупальце,noun
11761,тэмин,temin,осязание,noun
11764,тэмкэпчи,temkepči,местность.с.густым.лесом,noun
10914,температура,ťemp'eratura,температура,noun
11766,тэмрукэ,temruke,вера,noun
10916,те̄н,ťen,захват,noun
10917,те̄нмэй,ťenmej,захват,noun
11771,тэнмэк,tenmek,густой.лес.на.горе,noun
11773,тэӈкэ,teŋke,лес.густой,noun
11774,тэӈкэпчи,teŋkepči,местность.с.густым.лесом,noun
11783,тэпкэ,tepke,чехол,noun
11784,тэпкэн,tepken,футляр,noun
11785,тэпкэн,tepken,футляр,noun
11780,тэпкун,tepkun,укладка,noun
11781,тэпкунмэй,tepkunmej,предназначенный.для.укладки,noun
11817,тэрэкэлтэн,terekelten,уравнивание,noun
11818,тэрэкэлтэнмэй,terekeltenmej,уравнивание,noun
11826,тэрэмкэчин,teremkečin,сравнение,noun
11827,тэрэмкэчинмэй,teremkečinmej,сравнение,noun
11822,тэрэмкэн,teremken,сравнение,noun
11824,тэрэмкэнмэй,teremkenmej,сравнение,noun
11828,тэрэн,teren,обух,noun
11829,тэрэн,teren,передышка,noun
11833,тэрэнмэй,terenmej,передышка,noun
11793,тэ̄ргэн,tergen,лужа,noun
11794,тэргэс,terges,полоска.ровдуги,noun
11795,тэргэс,terges,ровдуга,noun
11796,тэргэсми,tergesmi,юрта,noun
11790,тэргучин,tergučin,дежурство,noun
11791,тэргучинмэй,tergučinmej,дежурство,noun
11788,тэргун,tergun,засада,noun
11797,тэ̄ри,teri,пара,noun
11799,тэ̄рин,terin,пара,noun
11803,тэрми,termi,суммы.вьюченык,noun
10920,термометр,ťermom'etr,термометр,noun
10921,территория,ťerritorija,территория,noun
11810,тэрукэчэк,terukeček,забота,noun
11808,тэрукэчимӈэ,terukečimŋe,опекун,noun
11809,тэрукэчин,terukečin,забота,noun
10924,те̄счимэчэк,ťesčimeček,отнимание,noun
11840,тэсэлдывун,teseldɨwun,то.чем.чистят,noun
11841,тэсэн,tesen,чистка,noun
11842,тэсэнмэй,tesenmej,чистка,noun
11837,тэскана,teskana,часть.трубки,noun
11845,тэти,teti,одежда,noun
11846,тэти,teti,полки,noun
10925,тетрадь,ťetraď,тетрадь,noun
11651,тэ̄вчэ,tewče,решение,noun
11652,тэ̄вэн,tewen,установка,noun
11654,тэ̄вэнмэй,tewenmej,установка,noun
11631,тэвлиде̄к,tewliďek,сбор.ягод,noun
11636,тэвтэ,tewte,ягода,noun
11637,тэвтэл,tewtel,различные.виды.ягод,noun
11640,тэвтэӈэн,tewteŋen,клюква,noun
11642,тэ̄вудек,tewuďek,место.где.кладут,noun
11645,тэвулгэн,tewulgen,пересадка,noun
11646,тэ̄вулгэн,tewulgen,поднос,noun
11647,тэвулгэнмэй,tewulgenmej,пересадка,noun
11648,тэ̄вунмэй,tewunmej,столик,noun
11650,тэ̄вутиӈ,tewutiŋ,стеллаж,noun
10936,тибак,tibak,тесло,noun
10937,тибалан,tibalan,глухой.стук,noun
10940,тибан,tiban,бег,noun
10941,тибань,tiban',бегом,noun
10935,тиба̄вкачак,tibawkačak,место.соревнования.гонки.на.оленях,noun
10946,тибэлэнмэй,tibelenmej,биение,noun
10990,тӣд,tid,дождь,noun
10996,тӣдэкун,tidekun,ненастье,noun
10992,тидики,tiďiki,мышцы.предплечья,noun
10993,тидир,tiďir,ремень.которым.связывают.ноги.лошади,noun
10986,тигэкунни,tigekunni,теснота,noun
10981,тигр,tigr,тигр,noun
11209,тиюн,tijun,посох,noun
11002,тикалан,tikalan,стук,noun
11005,тикалчин,tikalčin,щелканье,noun
11027,тикэлэн,tikelen,щелкание,noun
11028,тикэн,tiken,падение,noun
11030,тикэнмэй,tikenmej,падение,noun
11033,тикэргэчэ,tikergeče,осадок,noun
11032,тикэргэн,tikergen,оседание,noun
11034,тикэтлэ,tiketle,валежник,noun
11007,тӣкича,tikiča,тысяча,noun
11006,тикиргэвкэн,tikirgewken,спуск,noun
11008,тикукэн,tikuken,местн,noun
11018,тикумка̄нча,tikumkanča,человек.который.разохлил,noun
11020,тикун,tikun,злость,noun
11023,тикуня,tikun'a,злость,noun
11024,тикута,tikuta,человек.который.сердится.без.причины,noun
11064,тилэрэмэтлэ,tileremetle,крошки,noun
11050,тилка,tilka,разлив,noun
11057,тилкукэчилдывун,tilkukečildɨwun,заряд,noun
11058,тилкукэчимӈэ,tilkukečimŋe,подрывник,noun
11059,тилкукэчин,tilkukečin,взрыв,noun
11053,тилкукэн,tilkuken,взрыв,noun
11055,тилкукэ̄нмэй,tilkukenmej,взрыв,noun
11060,тилкун,tilkun,щелчок,noun
11061,тӣльӈия,tilŋija,человек,noun
11062,тильтимкавун,tiltimkawun,нож,noun
11065,тим,tim,осадок.на.дне,noun
11068,тимаран,timaran,зарубки,noun
11069,тимаран,timaran,затишье,noun
11070,тимаран,timaran,разворот.шапки,noun
11073,тимбаня,timban'a,человек.с.широким.лицом,noun
11077,тимин,timin,завтрашний.день,noun
11081,тиминни,timinni,назавтра,noun
11086,тӣмрэ,timre,крошки,noun
11090,тӣмрэкэлдывун,timrekeldɨwun,все.то.что.можно.крошить.дробить,noun
11089,тӣмрэкэвэннэ,timrekewenne,все.то.что.можно.крошить.дробить,noun
11093,тӣмрэлдывун,timreldɨwun,то.чем.крошат,noun
11095,тӣмрэмэтлэ,timremetle,крошки,noun
11098,тӣн,tin,освобождение,noun
11111,тиничин,tiničin,давление,noun
11112,тиничинмэй,tiničinmej,давление,noun
11108,тинитиӈ,tinitiŋ,оторочки,noun
11109,тинитиӈ,tinitiŋ,подпруга,noun
11104,тинивкан,tiniwkan,название.игры.детей,noun
11105,тинивун,tiniwun,доска,noun
11113,тӣнмэй,tinmej,песня,noun
11129,тиӈэн,tiŋen,грудь,noun
11130,тиӈэтэн,tiŋeten,подпруга,noun
11120,тиӈня,tiŋn'a,комок,noun
11132,типка,tipka,лес,noun
11134,типкэ,tipke,сума,noun
11133,типкир,tipkir,гвоздь.деревянный,noun
11138,типтэргэ,tipterge,наковальня,noun
11150,тире,tir'e,тире,noun
11142,тираж,tiraž,тираж,noun
11163,тирэн,tiren,черноголовка.весеннее.название.куропатки,noun
11167,тирэпэн,tirepen,кольца.на.поясе.к.которым.привязывают.голенища.высоких.унтов,noun
11144,тиргак,tirgak,Тиргак,noun
11143,тиргак,tirgak,подъем,noun
11146,тиргани,tirgani,день,noun
11149,тиргэн,tirgen,зенит,noun
11148,тиргук,tirguk,лучшая.вьюченная.сумка,noun
11151,тири,tiri,ремни,noun
11154,тиру,tiru,подушка,noun
11157,тирукэ,tiruke,гнет,noun
11168,тӣс,tis,икра,noun
11173,тӣсалан,tisalan,треск,noun
11176,тӣсича,tisiča,тысяча,noun
11178,тиссэн-тиссэн,tissentissen,цок,noun
11181,титамка̄вун,titamkawun,овод.носовой,noun
11184,тӣтан,titan,писк,noun
11190,тӣтанӈан,titanŋan,писк.мыши,noun
11203,титэмӈэ,titemŋe,бракёр,noun
11204,тӣтэн,titen,просеивание,noun
11206,тӣтэрэп,titerep,прежние.времена,noun
11191,тӣтесэн,tiťesen,ситец,noun
11208,тӣтэтлэ,titetle,отбракованная.продукция,noun
11195,титин,titin,писк,noun
11196,тӣтинмэй,titinmej,просеивание,noun
11193,тӣтивун,titiwun,сито,noun
10975,тивъираӈчин,tiwiraŋčin,напряжение,noun
10976,тивъираӈчинмэй,tiwiraŋčinmej,напряжение,noun
10950,тивгэ̄н,tiwgen,место.на.котором.постоянно.живут,noun
10951,тивгэ̄н,tiwgen,стадо,noun
10954,тӣвинкача,tiwinkača,тонкая.полоска.орнамента,noun
10955,тӣвинкача,tiwinkača,тонкая.полоска.орнамента,noun
